Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Attack Length,Target
tcp,39.144.22.100,192.168.3.52,30985,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17571,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17568,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17562,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17575,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17576,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,50287,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,30987,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,30989,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17578,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63684,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,30988,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17577,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17590,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17581,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17584,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17589,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,30990,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63705,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63694,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63702,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,30993,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63693,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17583,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17592,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63691,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,30991,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,30992,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63701,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63690,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63687,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63696,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17585,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17588,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,30994,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17579,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17580,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17591,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63698,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17582,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63688,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17587,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17586,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63704,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17594,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17593,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17596,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,50315,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,30995,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,50337,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51777,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50341,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,30997,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17600,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17599,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17595,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,51782,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,31000,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,50336,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50333,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,30999,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17598,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,30996,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,50334,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51774,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51787,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,30998,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,51784,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50340,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,17597,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17606,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17609,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17603,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19043,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32429,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17604,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17602,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,31001,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,65166,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63718,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17601,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19040,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19037,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32430,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32431,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19044,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,65164,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63737,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63724,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63725,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19042,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32428,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19036,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32433,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19039,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19038,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17607,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32432,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19041,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63731,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17605,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,17608,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,63727,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,65174,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19045,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32435,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19046,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,65168,6363,64,0,0
tcp,192.168.3.52,39.144.22.100,6363,53278,60,0,0
tcp,39.144.22.100,192.168.3.52,32434,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32436,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19047,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32437,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19049,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32438,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19052,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32439,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32440,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19050,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19051,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19048,6363,64,0,0
tcp,192.168.3.52,39.144.22.100,6363,53316,60,0,0
tcp,192.168.3.52,39.144.22.100,6363,53320,60,0,0
tcp,192.168.3.52,39.144.22.100,6363,53283,60,0,0
tcp,192.168.3.52,39.144.22.100,6363,53289,60,0,0
tcp,192.168.3.52,39.144.22.100,6363,53304,60,0,0
tcp,39.144.22.100,192.168.3.52,19060,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32441,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19061,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19057,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19053,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19064,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19063,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19070,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19055,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19058,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32447,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32444,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19065,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19056,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19068,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32445,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19062,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19071,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19054,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32442,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19066,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19059,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32446,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32443,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19067,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19069,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19072,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32449,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32448,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32451,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32450,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19082,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19073,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19078,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19077,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19075,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32454,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19074,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19076,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19080,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19083,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32452,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32453,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19081,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19087,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,53278,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,32456,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19089,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19085,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19079,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32455,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19084,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32457,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,2673,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19092,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20525,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19090,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32458,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,53316,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53320,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,19094,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32459,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,53289,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53304,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53283,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56245,60,0,0
tcp,39.144.22.100,192.168.3.52,19091,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32460,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32461,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19086,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19096,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19088,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20524,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32463,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19095,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19097,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32462,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,2691,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20528,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32465,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20531,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20526,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20533,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,19093,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20529,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32464,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32466,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20527,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20530,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32467,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20534,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32468,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20536,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32469,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32470,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20532,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20543,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32475,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32471,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20538,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20544,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32473,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20542,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20540,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32476,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20537,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32472,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20535,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32474,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,2719,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,2717,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20541,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20539,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20550,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32477,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20548,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20545,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20549,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32478,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32480,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,56245,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,20546,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20547,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20556,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32479,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20552,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20551,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32481,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20555,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20554,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20553,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32482,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20567,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20568,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32485,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32489,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20562,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20559,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20563,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32483,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20565,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32486,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20557,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20560,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32484,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20561,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20558,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20566,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20569,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32488,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20564,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,32487,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33916,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20571,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20570,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33917,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20573,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20576,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20581,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20574,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33919,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20572,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,4180,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33922,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,4177,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33918,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20580,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20575,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20582,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33920,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20577,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20578,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33923,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20579,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33921,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33924,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22012,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20583,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20585,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22020,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22024,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33927,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22013,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22014,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,20584,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33925,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22017,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22015,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33926,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22016,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22022,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33928,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33929,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33931,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22023,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22019,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33930,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22018,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33933,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22021,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33932,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22027,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22029,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22035,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33934,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22031,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22028,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22032,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33935,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22034,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22030,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22026,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33937,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33936,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22033,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22025,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22037,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22039,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22042,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22036,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22041,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22047,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22038,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22044,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22046,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22045,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22040,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22043,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33939,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,5674,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33938,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33941,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22055,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22056,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22052,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22059,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22061,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22053,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33943,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22051,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33946,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22054,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33942,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33945,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33940,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22063,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22049,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33947,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22050,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33944,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22048,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33948,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22062,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22057,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22060,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33949,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33950,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33951,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22064,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22058,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22067,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22065,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33952,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22066,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33953,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23504,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22070,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22073,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33956,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23501,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23502,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33959,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22071,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33957,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22072,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22068,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,7141,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23506,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33955,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33958,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,22069,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33954,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33960,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23505,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23500,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33962,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33961,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23510,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23507,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23503,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33963,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23508,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,7154,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33965,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23509,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23512,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23511,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33964,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23517,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33967,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33966,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23516,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23519,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23524,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23522,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23521,6363,64,0,0
tcp,192.168.3.52,39.144.22.100,6363,62236,60,0,0
tcp,39.144.22.100,192.168.3.52,33968,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,33969,6363,64,0,0
tcp,39.144.22.100,192.168.3.52,23514,6363,64,0,0
